# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = barebones_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = barebones.data.R
# init = 2 (Default)
# random
#   seed = 901527629
# output
#   file = output.csv (Default)
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,icpt,slope,sigma
# Adaptation terminated
# Step size = 0.229652
# Diagonal elements of inverse mass matrix:
# 0.360458, 0.0194784, 0.139412
2.57444,0.632515,0.229652,2,3,0,-0.33666,1.33787,0.412653
2.3249,0.811318,0.229652,3,7,0,-0.304261,1.32983,0.337419
1.02386,0.999724,0.229652,4,15,0,-0.724081,1.43171,0.727094
0.24105,0.842663,0.229652,2,3,0,-0.249817,1.43109,0.605435
2.39841,0.985109,0.229652,2,3,0,-0.468721,1.39104,0.513656
2.3776,0.962199,0.229652,4,15,0,-0.817187,1.45789,0.380865
2.36102,0.917464,0.229652,4,15,0,-0.145021,1.31496,0.3959
2.87081,0.996308,0.229652,3,7,0,-0.505066,1.39256,0.342498
2.87871,0.798737,0.229652,3,5,0,-0.402688,1.37034,0.379919
1.41616,0.623534,0.229652,4,9,0,-0.0408058,1.33724,0.552658
1.28646,0.954978,0.229652,4,15,0,-0.317909,1.39901,0.638034
0.01722,0.965367,0.229652,4,11,0,-0.64779,1.45146,0.895113
1.45832,0.960905,0.229652,3,7,0,-0.434595,1.4057,0.650295
0.814464,0.980571,0.229652,4,15,0,-0.0614317,1.34148,0.701127
0.87144,0.986651,0.229652,4,15,0,-0.527042,1.35719,0.729924
0.706538,0.965918,0.229652,4,15,0,-1.04406,1.48335,0.714482
-3.18663,0.990873,0.229652,4,15,0,-2.06652,1.77105,0.663436
-2.40813,0.997434,0.229652,4,15,0,-2.15063,1.7115,0.989221
-2.97225,0.99171,0.229652,3,7,0,-1.8582,1.74035,1.32308
-3.54701,0.97708,0.229652,3,7,0,-2.41717,1.7085,1.246
-0.01546,0.97992,0.229652,4,15,0,-1.41681,1.55393,0.517181
-0.65482,0.889331,0.229652,4,15,0,0.380227,1.2443,0.405433
-0.314622,0.930647,0.229652,3,7,0,0.283455,1.28711,0.812164
-0.632512,0.916702,0.229652,4,15,0,0.583077,1.22007,0.679477
0.43424,1,0.229652,3,7,0,0.259902,1.2136,0.684554
-0.154155,0.9497,0.229652,2,3,0,0.397312,1.25489,0.724325
1.04816,0.927851,0.229652,4,15,0,-0.317091,1.28996,0.426066
0.191401,0.785552,0.229652,1,1,0,-0.345118,1.2777,0.441919
1.51512,0.985728,0.229652,4,11,0,-0.447923,1.32403,0.421827
-0.355755,0.47848,0.229652,1,1,0,-0.540703,1.31097,0.418834
-2.20953,0.799442,0.229652,2,3,0,-0.197707,1.41924,0.342082
-0.386886,1,0.229652,4,15,0,-1.12012,1.45697,0.856469
-2.00181,0.997716,0.229652,4,11,0,-1.68595,1.72674,0.910374
-1.70645,0.946469,0.229652,3,7,0,-1.36996,1.66839,0.987956
-0.0363019,0.979702,0.229652,4,13,0,-0.901233,1.51617,0.860867
-0.230517,1,0.229652,2,3,0,-0.933623,1.50267,0.918909
-0.0483724,0.96169,0.229652,4,15,0,-1.34299,1.51892,0.70413
-0.985715,0.825063,0.229652,2,3,0,-1.33342,1.47372,0.582431
-0.159594,0.99107,0.229652,4,11,0,-0.539719,1.30669,0.467057
0.355431,0.949845,0.229652,3,7,0,-0.59802,1.49873,0.510513
1.80338,1,0.229652,2,3,0,-0.8944,1.44179,0.485601
0.402124,0.973499,0.229652,4,15,0,-0.0721855,1.24786,0.732419
1.13306,0.986688,0.229652,3,7,0,-0.00375269,1.25319,0.601198
0.438527,0.934818,0.229652,2,3,0,0.130435,1.32747,0.537885
-0.385809,0.991245,0.229652,4,15,0,0.297215,1.15864,0.701095
-0.293239,0.994292,0.229652,2,3,0,0.304638,1.16706,0.739248
0.201784,0.9439,0.229652,4,11,0,-0.247046,1.41485,0.755975
0.388361,0.966724,0.229652,4,15,0,-0.297258,1.28616,0.358705
1.23139,1,0.229652,4,15,0,-0.131116,1.26258,0.456661
0.596123,0.878472,0.229652,3,7,0,0.216752,1.28975,0.606653
1.10175,0.918453,0.229652,2,3,0,0.0269815,1.24883,0.600934
0.587931,0.957213,0.229652,3,7,0,0.183235,1.26851,0.705263
2.05144,0.923232,0.229652,4,15,0,-0.0659758,1.29037,0.435864
1.40181,0.800083,0.229652,3,7,0,-0.076365,1.26052,0.497
1.1641,0.774658,0.229652,3,7,0,-1.0127,1.4632,0.389951
0.434207,0.723615,0.229652,2,3,0,-0.73655,1.5172,0.453521
0.837154,0.974119,0.229652,2,3,0,-0.86858,1.52457,0.413387
1.03841,1,0.229652,2,3,0,-1.05954,1.53633,0.407877
2.27652,0.996101,0.229652,4,15,0,-0.20776,1.31449,0.356044
1.93802,0.680866,0.229652,4,15,0,-0.93966,1.48936,0.475382
1.42206,0.909898,0.229652,2,3,0,-1.0666,1.48795,0.437372
1.28595,0.689048,0.229652,2,3,0,-0.952797,1.51761,0.584556
1.85755,0.817371,0.229652,4,11,0,-0.90457,1.49069,0.512575
1.65115,0.959369,0.229652,3,7,0,-0.809209,1.49545,0.519939
-1.5841,0.474236,0.229652,4,15,0,-0.889911,1.60711,0.82401
-0.386834,0.98974,0.229652,3,7,0,-1.23037,1.60791,0.767745
-1.31159,0.979856,0.229652,3,7,0,-1.80233,1.64315,0.654805
0.90488,0.999321,0.229652,4,15,0,-0.752779,1.44847,0.743983
1.56355,0.99549,0.229652,4,15,0,-1.04107,1.49777,0.408156
2.17145,0.971626,0.229652,3,7,0,-0.746961,1.47223,0.442387
1.55474,0.993119,0.229652,4,15,0,-0.202522,1.35508,0.615897
1.44601,0.944308,0.229652,2,3,0,-0.264274,1.316,0.635005
-1.88407,0.711056,0.229652,2,3,0,-0.625192,1.27398,0.641812
0.106262,1,0.229652,3,7,0,-0.317814,1.342,0.890269
-1.175,0.916479,0.229652,3,7,0,-0.245649,1.46988,0.768188
1.0914,0.811773,0.229652,4,11,0,-0.701011,1.36533,0.51241
2.03931,0.904958,0.229652,3,7,0,-0.451892,1.36044,0.557614
0.857875,0.859882,0.229652,3,7,0,-0.608442,1.47768,0.655316
0.158288,0.9511,0.229652,2,3,0,-0.559466,1.49006,0.714441
1.0139,1,0.229652,2,3,0,-0.635351,1.43674,0.730313
1.19917,0.990555,0.229652,3,7,0,-0.989222,1.50397,0.634316
1.69489,0.997054,0.229652,4,15,0,-0.058212,1.29034,0.344243
1.59156,0.336312,0.229652,2,3,0,-0.0802895,1.27979,0.360315
-0.770824,0.688202,0.229652,4,15,0,0.00736005,1.23843,0.992523
-0.267149,0.999823,0.229652,4,15,0,-0.379896,1.37193,0.964327
2.78544,0.999741,0.229652,4,11,0,-0.588987,1.42135,0.36245
2.78544,0.00703397,0.229652,1,1,0,-0.588987,1.42135,0.36245
2.63069,0.984451,0.229652,4,15,0,-0.546501,1.41811,0.445638
0.391756,0.810782,0.229652,4,11,0,-0.300167,1.27529,0.696735
0.721609,0.972472,0.229652,2,3,0,-0.372363,1.29722,0.661334
1.26758,1,0.229652,2,3,0,-0.102735,1.32172,0.660965
2.31662,0.910878,0.229652,4,15,0,-0.535306,1.41555,0.296088
2.07918,0.965946,0.229652,3,7,0,-0.703414,1.44479,0.297697
-0.0122646,0.244596,0.229652,1,1,0,-0.680341,1.48383,0.303463
1.51922,1,0.229652,3,7,0,-0.737318,1.49227,0.434356
1.07292,0.890792,0.229652,3,7,0,-0.591317,1.4787,0.450484
0.877754,0.998982,0.229652,4,11,0,-0.00513846,1.34997,0.468699
1.95958,0.941531,0.229652,3,7,0,-0.219261,1.32256,0.55626
1.10318,0.993586,0.229652,3,7,0,0.198694,1.24308,0.459261
0.0890193,0.898868,0.229652,4,15,0,-1.40744,1.5572,0.519649
0.280531,0.855718,0.229652,3,7,0,-1.13564,1.48465,0.750779
0.778328,0.996493,0.229652,3,7,0,-1.00097,1.54943,0.580136
0.328228,0.874907,0.229652,4,15,0,-0.865968,1.40213,0.739889
0.861594,0.969309,0.229652,3,7,0,-0.515707,1.46716,0.608139
1.40523,0.996961,0.229652,2,3,0,-0.624051,1.39058,0.655001
-0.443127,0.982975,0.229652,4,13,0,-1.52984,1.58287,0.537022
-0.945764,0.816264,0.229652,3,7,0,-1.02647,1.60267,0.570245
0.0671688,1,0.229652,2,3,0,-1.01447,1.57329,0.523932
0.703588,0.81497,0.229652,3,5,0,-0.986698,1.50351,0.734384
-0.687025,0.856268,0.229652,4,15,0,-0.924888,1.58133,0.569335
0.550277,1,0.229652,2,3,0,-1.01998,1.55934,0.602348
1.60642,0.986794,0.229652,4,15,0,-1.03144,1.51388,0.450329
0.698436,0.928326,0.229652,4,11,0,0.310085,1.22797,0.580743
2.66954,1,0.229652,4,11,0,-0.336224,1.35702,0.443761
0.497906,0.7889,0.229652,3,7,0,0.352917,1.23567,0.593645
2.19805,0.926733,0.229652,4,15,0,-0.651773,1.45876,0.429477
2.6757,0.987429,0.229652,4,15,0,-0.278921,1.34047,0.373534
0.218356,0.577618,0.229652,2,3,0,-0.049747,1.35344,0.345226
-0.628432,1,0.229652,4,15,0,-0.430697,1.46477,0.917112
0.129806,0.995424,0.229652,3,7,0,-0.953104,1.40063,0.628544
0.0173871,0.999078,0.229652,1,1,0,-1.00753,1.41112,0.633672
0.371886,1,0.229652,3,7,0,-0.97599,1.44678,0.767962
-0.830308,0.890676,0.229652,2,3,0,-1.10233,1.40848,0.672035
-2.20059,0.982175,0.229652,4,11,0,-1.08788,1.64224,0.604803
-2.20059,0.636773,0.229652,1,1,0,-1.08788,1.64224,0.604803
-1.29904,1,0.229652,4,11,0,-1.29335,1.4447,0.683536
0.130555,0.996432,0.229652,4,11,0,-0.315659,1.44816,0.632378
1.7789,0.929883,0.229652,2,3,0,-0.324579,1.39789,0.543471
1.43708,0.90274,0.229652,4,9,0,-0.669909,1.39683,0.288123
1.43708,2.58064e-05,0.229652,1,1,0,-0.669909,1.39683,0.288123
2.21402,0.796158,0.229652,3,7,0,-0.195032,1.35666,0.447081
1.04328,0.756388,0.229652,3,5,0,-0.260999,1.29451,0.338995
2.31297,0.815757,0.229652,3,5,0,-0.246249,1.36559,0.454623
1.88809,0.907347,0.229652,4,9,0,-0.352805,1.41008,0.434534
-0.990485,0.321822,0.229652,1,1,0,-0.209927,1.42746,0.415583
0.0320158,1,0.229652,3,7,0,-0.838461,1.36889,0.57786
1.01261,1,0.229652,2,3,0,-0.698637,1.4853,0.654086
1.62642,0.970015,0.229652,4,11,0,-0.656674,1.37062,0.494222
1.7259,0.99742,0.229652,3,7,0,-0.154203,1.36342,0.409893
0.40722,0.853584,0.229652,4,11,0,-0.620283,1.34883,0.743417
-0.748719,0.964572,0.229652,4,15,0,0.478375,1.25144,0.530914
-2.14137,0.740306,0.229652,3,7,0,-0.171706,1.19662,0.529107
-1.78268,0.819135,0.229652,3,7,0,-0.408874,1.47222,0.3807
-0.509614,1,0.229652,2,3,0,-0.714855,1.34595,0.421505
-3.24083,0.753471,0.229652,2,3,0,-0.104749,1.39876,0.32002
-0.660706,0.816115,0.229652,3,5,0,-0.650545,1.32536,0.44584
1.95594,1,0.229652,2,3,0,-0.336553,1.40283,0.475645
2.28229,0.812247,0.229652,2,3,0,-0.148852,1.33816,0.408455
1.50561,0.79751,0.229652,4,15,0,-0.811719,1.41877,0.345235
1.42428,0.565611,0.229652,3,7,0,-0.611791,1.40149,0.254392
1.42428,0.0069729,0.229652,1,1,0,-0.611791,1.40149,0.254392
0.804137,0.463555,0.229652,3,7,0,-0.771685,1.44707,0.251835
0.804137,0.169748,0.229652,3,5,0,-0.771685,1.44707,0.251835
0.804137,0.00140107,0.229652,2,3,0,-0.771685,1.44707,0.251835
0.804137,2.10872e-06,0.229652,1,1,0,-0.771685,1.44707,0.251835
-0.275807,0.853313,0.229652,4,15,0,-1.14052,1.53096,0.895777
0.539832,0.994821,0.229652,3,7,0,-1.08852,1.4905,0.733102
-0.338267,0.938304,0.229652,3,7,0,-1.44415,1.54221,0.734264
0.499268,0.968115,0.229652,3,7,0,-0.837786,1.53651,0.509329
0.114549,0.988793,0.229652,4,15,0,-0.595833,1.32353,0.712768
0.14016,0.848077,0.229652,3,7,0,-0.121144,1.39193,0.430175
0.985629,0.931273,0.229652,2,3,0,-0.256051,1.40544,0.402127
1.74992,0.89868,0.229652,2,3,0,-0.388154,1.42179,0.437319
2.19662,0.937767,0.229652,2,3,0,-0.441835,1.39695,0.538111
1.58819,0.537753,0.229652,2,3,0,-0.316752,1.31257,0.576996
1.85704,0.990959,0.229652,4,15,0,-0.685689,1.46872,0.360774
0.204902,0.412367,0.229652,1,1,0,-0.664491,1.48739,0.334261
2.69213,1,0.229652,3,5,0,-0.348681,1.34545,0.394441
2.80637,0.990701,0.229652,3,7,0,-0.472362,1.37282,0.397723
2.71875,0.996086,0.229652,3,7,0,-0.292436,1.35637,0.387508
2.08247,0.864684,0.229652,3,7,0,-0.687359,1.46596,0.382198
1.9753,0.957401,0.229652,2,3,0,-0.729112,1.4749,0.38294
1.78019,0.961455,0.229652,1,1,0,-0.759462,1.48407,0.381786
1.56957,0.916934,0.229652,4,15,0,-0.0723625,1.34559,0.505103
1.21643,0.982428,0.229652,4,11,0,-0.0493611,1.33293,0.62731
2.44524,0.905259,0.229652,4,11,0,-0.243561,1.34244,0.470866
1.72426,0.980085,0.229652,3,7,0,-0.0657162,1.28831,0.350099
1.72426,0.560947,0.229652,4,15,0,-0.0657162,1.28831,0.350099
2.13682,0.934452,0.229652,3,7,0,-0.0669597,1.30848,0.430516
2.77212,1,0.229652,3,7,0,-0.350736,1.35169,0.384047
1.06993,0.78164,0.229652,3,5,0,-0.742213,1.44603,0.255499
0.635232,0.731094,0.229652,1,1,0,-0.772798,1.43679,0.250366
0.635232,0.201511,0.229652,1,1,0,-0.772798,1.43679,0.250366
0.635232,0.197392,0.229652,1,1,0,-0.772798,1.43679,0.250366
-0.659012,0.294782,0.229652,2,3,0,-0.780997,1.47961,0.244934
0.278938,1,0.229652,1,1,0,-0.683772,1.45299,0.242888
0.278938,2.66232e-06,0.229652,1,1,0,-0.683772,1.45299,0.242888
2.06948,1,0.229652,4,11,0,-0.15092,1.30827,0.511033
2.71438,0.992391,0.229652,4,15,0,-0.59933,1.40544,0.436426
0.689303,0.737217,0.229652,4,15,0,0.290347,1.21915,0.479644
2.74533,0.954615,0.229652,3,7,0,-0.325792,1.35551,0.415158
2.19416,0.986445,0.229652,3,7,0,-0.0976626,1.30298,0.398124
2.02605,0.586431,0.229652,4,15,0,-0.759585,1.47833,0.393723
0.48232,0.880408,0.229652,2,3,0,-0.752915,1.49309,0.317218
1.26284,1,0.229652,4,15,0,-0.875915,1.49755,0.632016
2.80743,0.830355,0.229652,4,11,0,-0.62334,1.41191,0.37144
2.72088,0.956867,0.229652,3,7,0,-0.391856,1.35415,0.407313
2.56506,0.952435,0.229652,2,3,0,-0.467126,1.35898,0.4125
1.24056,0.953427,0.229652,3,7,0,-0.257769,1.35794,0.262178
2.21186,0.966242,0.229652,3,7,0,-0.533771,1.38273,0.288364
0.459929,0.25358,0.229652,1,1,0,-0.496683,1.3417,0.291808
2.14014,0.412132,0.229652,2,3,0,-0.488415,1.3849,0.270994
2.14014,0.510411,0.229652,3,7,0,-0.488415,1.3849,0.270994
2.56304,0.999822,0.229652,3,7,0,-0.327347,1.35474,0.316669
2.25044,0.839246,0.229652,4,9,0,-0.676158,1.45816,0.45781
2.18521,0.880133,0.229652,3,7,0,-0.540036,1.42874,0.512665
2.18521,0.825012,0.229652,3,5,0,-0.540036,1.42874,0.512665
1.62546,0.98181,0.229652,3,7,0,-0.407613,1.35562,0.632267
1.38995,0.970348,0.229652,3,5,0,0.102458,1.29286,0.460444
0.265208,0.913597,0.229652,2,3,0,0.335928,1.19355,0.486172
0.197505,0.877936,0.229652,2,3,0,0.157658,1.19829,0.489813
0.956701,0.601603,0.229652,2,3,0,0.062484,1.23557,0.43499
0.268378,0.954808,0.229652,2,3,0,0.193096,1.23519,0.361611
2.48526,0.699636,0.229652,4,15,0,-0.251576,1.32631,0.43544
2.48526,0.67354,0.229652,4,11,0,-0.251576,1.32631,0.43544
1.77925,0.957555,0.229652,3,5,0,0.01875,1.30139,0.467059
0.638892,0.98333,0.229652,4,11,0,0.246781,1.2056,0.543825
1.04385,0.999423,0.229652,4,15,0,-0.27649,1.32027,0.710751
0.312874,0.826125,0.229652,2,3,0,0.0536172,1.34205,0.705591
1.84594,0.990155,0.229652,4,11,0,-0.500294,1.34779,0.52378
2.59906,0.901509,0.229652,2,3,0,-0.562847,1.42693,0.427018
2.78325,0.399635,0.229652,2,3,0,-0.44468,1.39617,0.397458
2.34698,0.902997,0.229652,3,7,0,-0.665377,1.45511,0.393795
2.31064,0.972479,0.229652,4,11,0,-0.836809,1.46695,0.430162
2.80031,0.985135,0.229652,3,7,0,-0.637554,1.41837,0.379603
2.43608,0.989527,0.229652,4,15,0,-0.626628,1.41861,0.497596
1.89966,0.988029,0.229652,4,15,0,-0.213804,1.333,0.573339
-1.14435,0.978702,0.229652,4,15,0,-1.41685,1.62241,0.442406
-1.10374,0.987444,0.229652,2,3,0,-1.54329,1.58897,0.457983
0.648899,0.962257,0.229652,3,7,0,-1.22646,1.50421,0.569555
-1.28647,0.759033,0.229652,4,15,0,-1.81331,1.66897,0.7084
-0.809563,0.98411,0.229652,3,5,0,-1.5194,1.65305,0.766677
0.669955,0.913001,0.229652,4,15,0,-0.571555,1.3833,0.78766
0.306654,0.996459,0.229652,4,15,0,0.212094,1.22665,0.380609
0.183709,0.653214,0.229652,2,3,0,0.108067,1.24734,0.328547
-0.423238,0.756006,0.229652,4,15,0,-1.54026,1.59072,0.741145
1.18191,0.976385,0.229652,4,15,0,-0.869834,1.51006,0.610872
0.835444,0.903133,0.229652,4,11,0,-0.659142,1.38266,0.727576
0.872625,1,0.229652,3,7,0,-0.304983,1.3956,0.717881
1.1291,0.991674,0.229652,3,7,0,-0.0195266,1.2945,0.668358
2.30173,0.736605,0.229652,4,11,0,-0.138975,1.30872,0.429652
0.589108,0.789791,0.229652,4,11,0,-0.900548,1.50922,0.747478
-0.665023,0.884886,0.229652,2,3,0,-1.1086,1.41556,0.693425
-0.114456,0.980487,0.229652,3,7,0,-1.31172,1.50229,0.705575
-1.66077,0.972609,0.229652,4,15,0,-1.72563,1.7095,0.868697
-1.17169,0.925351,0.229652,4,15,0,-1.76563,1.66185,0.662167
-0.710725,0.99536,0.229652,3,7,0,-1.60012,1.63938,0.588849
1.14444,0.966309,0.229652,4,15,0,-1.09597,1.48815,0.421412
0.612621,0.85284,0.229652,4,15,0,-0.513251,1.42125,0.795696
2.29904,0.991053,0.229652,4,15,0,-0.430943,1.41371,0.441277
0.3995,0.488646,0.229652,2,3,0,-0.978827,1.4164,0.513247
2.27167,0.829773,0.229652,2,3,0,-0.813913,1.46679,0.365047
1.37079,0.673427,0.229652,4,11,0,-0.0279058,1.33774,0.420252
1.36494,0.952166,0.229652,3,7,0,-0.659181,1.37112,0.581514
0.116832,0.9162,0.229652,4,15,0,-0.918276,1.39703,0.699262
-0.00459793,0.908352,0.229652,3,7,0,-0.396719,1.44795,0.805119
1.21227,0.994727,0.229652,3,7,0,-0.507666,1.35577,0.673714
1.51987,0.990538,0.229652,2,3,0,-0.401783,1.37011,0.658083
2.41483,0.988417,0.229652,3,7,0,-0.298933,1.3612,0.488568
1.05721,0.781259,0.229652,3,7,0,-0.773389,1.39237,0.378163
2.06417,1,0.229652,1,1,0,-0.755671,1.41302,0.367985
2.34638,0.659537,0.229652,4,11,0,-0.599177,1.40815,0.517484
2.42098,0.990488,0.229652,3,7,0,-0.659804,1.41634,0.491154
2.00729,0.77547,0.229652,2,3,0,-0.825597,1.42746,0.408462
2.00729,0.919034,0.229652,2,3,0,-0.825597,1.42746,0.408462
1.83343,0.955593,0.229652,2,3,0,-0.517371,1.44578,0.421109
2.47781,1,0.229652,3,7,0,-0.701963,1.44794,0.450166
1.95044,0.516445,0.229652,2,3,0,-0.562566,1.45084,0.410486
0.97335,0.972118,0.229652,4,15,0,-0.515798,1.4197,0.735719
1.46395,1,0.229652,3,7,0,-0.480132,1.39526,0.667656
1.53357,0.931635,0.229652,4,15,0,-0.546734,1.45809,0.518683
-1.54648,0.47975,0.229652,3,7,0,-0.986241,1.36473,0.934052
-4.26489,0.9902,0.229652,4,15,0,-1.35628,1.69195,1.80032
-3.71076,0.993947,0.229652,4,15,0,-2.44342,1.72512,0.840229
-0.543334,0.957874,0.229652,3,7,0,-1.59039,1.58909,0.69273
-0.850552,0.967502,0.229652,3,7,0,-1.58029,1.65076,0.796547
-0.155796,0.958882,0.229652,4,15,0,-0.805657,1.38584,0.847482
1.47376,0.779564,0.229652,4,9,0,-0.558918,1.3534,0.356866
-0.789141,0.865558,0.229652,3,5,0,-0.146975,1.37886,0.301908
2.57446,1,0.229652,2,3,0,-0.316251,1.34261,0.336421
0.982778,0.63856,0.229652,4,15,0,0.0687315,1.30019,0.653033
0.0230977,0.987905,0.229652,3,7,0,0.120521,1.30973,0.81192
-0.846239,0.965434,0.229652,3,7,0,0.0463993,1.23228,1.00579
-1.54551,0.973725,0.229652,4,11,0,0.732555,1.21853,0.814599
-1.00459,0.994807,0.229652,2,3,0,0.693942,1.19249,0.789
-0.42521,1,0.229652,3,7,0,0.499893,1.18433,0.807521
0.515987,0.998795,0.229652,4,15,0,0.320429,1.20386,0.601401
1.31014,0.996778,0.229652,3,7,0,0.136281,1.26858,0.54642
1.34363,1,0.229652,1,1,0,0.127335,1.26733,0.544742
1.04359,0.964112,0.229652,2,3,0,0.191275,1.27672,0.530384
2.28089,0.997683,0.229652,4,15,0,-0.507195,1.35679,0.435579
2.77304,0.993399,0.229652,3,7,0,-0.502547,1.39976,0.432435
2.77304,0.455889,0.229652,4,11,0,-0.502547,1.39976,0.432435
0.544158,0.882121,0.229652,4,11,0,0.0412043,1.23986,0.713196
-0.558266,0.954161,0.229652,3,7,0,0.513663,1.23799,0.57777
-0.555956,0.929925,0.229652,4,15,0,0.353904,1.15842,0.807212
0.223199,0.994606,0.229652,4,15,0,0.125714,1.29464,0.789862
0.718619,0.916902,0.229652,4,11,0,-0.674957,1.35133,0.593738
1.85539,0.918642,0.229652,2,3,0,-0.506639,1.40236,0.603388
0.534411,0.947884,0.229652,4,11,0,0.208738,1.22676,0.692738
-1.66538,0.739792,0.229652,3,7,0,0.683173,1.1428,0.475926
0.681838,1,0.229652,3,7,0,0.155326,1.22316,0.645327
-0.528742,0.882775,0.229652,2,3,0,0.0191082,1.18859,0.602238
0.652655,0.984441,0.229652,2,3,0,0.258568,1.20685,0.558576
-0.330703,0.903625,0.229652,2,3,0,0.411541,1.25937,0.523417
-1.49735,0.935799,0.229652,3,7,0,0.556032,1.24982,0.53874
-0.69111,1,0.229652,1,1,0,0.490634,1.24599,0.537742
-1.97627,0.99719,0.229652,4,11,0,0.614416,1.07826,1.04321
-2.87578,0.990893,0.229652,5,23,0,1.32893,1.00913,1.10016
-2.18707,0.93745,0.229652,4,15,0,0.531837,1.24993,1.21861
-1.62767,0.998332,0.229652,3,7,0,0.395693,1.17685,1.1398
-1.80968,0.950725,0.229652,4,15,0,0.48462,1.13559,1.13191
-1.55282,0.992161,0.229652,2,3,0,0.368048,1.13074,1.01929
-0.451443,0.999618,0.229652,3,7,0,0.140831,1.27795,0.940004
-0.0561363,0.967134,0.229652,4,15,0,0.299754,1.22213,0.809301
-1.15024,0.987497,0.229652,4,15,0,0.808806,1.14382,0.69635
-0.165893,0.955434,0.229652,2,3,0,0.511257,1.19397,0.707988
1.83733,0.842538,0.229652,4,11,0,-0.419555,1.42475,0.486505
2.54243,0.928439,0.229652,4,11,0,-0.215279,1.32825,0.383887
2.50126,0.865924,0.229652,4,15,0,-0.460427,1.39541,0.300819
1.4018,0.421097,0.229652,1,1,0,-0.594559,1.37113,0.307573
2.29175,0.953915,0.229652,2,3,0,-0.517496,1.42649,0.341448
1.75191,0.996103,0.229652,4,15,0,-0.480246,1.42873,0.563687
2.15737,0.962821,0.229652,2,3,0,-0.600396,1.39339,0.536426
2.0325,0.997241,0.229652,2,3,0,-0.601422,1.38903,0.551062
1.13341,0.98089,0.229652,3,7,0,-0.718893,1.40441,0.684988
2.79787,0.926805,0.229652,4,15,0,-0.587936,1.40198,0.408335
2.04725,0.844473,0.229652,3,7,0,-0.774762,1.48001,0.457143
2.16083,0.989344,0.229652,4,15,0,-0.594616,1.40506,0.549833
-1.37172,0.621448,0.229652,5,31,0,0.793405,1.17367,0.658805
-1.86733,0.994778,0.229652,3,7,0,0.176451,1.13181,1.00982
-2.15184,0.984119,0.229652,3,7,0,0.619487,1.25015,1.13694
-0.583606,0.905058,0.229652,4,13,0,0.261917,1.30474,0.852754
0.999664,0.989942,0.229652,4,15,0,-0.3062,1.28595,0.581776
0.143295,0.981733,0.229652,4,15,0,0.449432,1.20838,0.641623
-0.0969696,0.919552,0.229652,3,7,0,0.431427,1.24757,0.578104
1.15727,1,0.229652,3,7,0,0.17927,1.24115,0.530077
0.359241,0.946322,0.229652,4,15,0,0.168234,1.28517,0.747217
1.10384,0.931339,0.229652,4,15,0,-0.00237132,1.24529,0.566016
1.25902,0.982543,0.229652,3,7,0,-0.334943,1.35839,0.696854
1.82928,0.974629,0.229652,4,15,0,0.0167302,1.28263,0.425574
1.46654,0.959564,0.229652,4,15,0,-0.0956835,1.32706,0.616464
0.319987,0.946565,0.229652,3,7,0,-0.130546,1.25424,0.745607
2.13117,0.968301,0.229652,4,15,0,-0.375796,1.40404,0.482284
0.762042,0.914278,0.229652,4,11,0,-0.0897321,1.24829,0.629179
1.23732,0.98925,0.229652,4,15,0,-0.390736,1.40045,0.681181
1.26626,0.964235,0.229652,4,15,0,0.0181496,1.25307,0.568608
1.65035,0.970924,0.229652,3,7,0,0.0695358,1.28439,0.461559
2.0804,0.983874,0.229652,2,3,0,-0.0597266,1.29726,0.451913
-0.156244,0.856881,0.229652,4,15,0,-0.266226,1.2858,0.8796
-0.280864,0.999921,0.229652,3,7,0,-0.371129,1.35735,0.965736
-1.24072,0.939407,0.229652,4,15,0,-1.09609,1.59914,0.996181
0.573117,0.980447,0.229652,4,11,0,-0.765981,1.4788,0.778045
0.54163,0.999986,0.229652,4,15,0,-0.764005,1.42946,0.80197
0.0141262,0.986044,0.229652,4,15,0,-1.21079,1.59911,0.643599
0.166849,1,0.229652,2,3,0,-1.25875,1.59557,0.633435
2.43147,0.980779,0.229652,4,11,0,-0.202079,1.32484,0.356482
2.85984,0.976667,0.229652,3,7,0,-0.447971,1.3837,0.408538
2.84548,0.867074,0.229652,3,7,0,-0.513803,1.38396,0.363231
2.55626,0.980449,0.229652,3,5,0,-0.540194,1.41561,0.316789
1.71129,0.693876,0.229652,4,15,0,0.0272238,1.30082,0.418754
0.607054,0.855674,0.229652,4,15,0,-1.00141,1.54614,0.664323
1.48368,0.904118,0.229652,4,11,0,-0.838395,1.41141,0.491499
1.8341,0.982764,0.229652,3,7,0,-0.432546,1.42234,0.529119
